antecedent,consequent,support,confidence,lift
packet_asymmetry_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01776,1.0,2.671496
proto_arp AND service_-,bytes_per_packet_low,0.016305,1.0,2.671496
packet_asymmetry_medium AND packet_rate_low AND proto_arp,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND packet_rate_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.012005,1.0,2.671496
packet_asymmetry_medium AND proto_arp AND service_-,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND packet_rate_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.012005,1.0,2.671496
packet_asymmetry_medium AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_medium AND proto_arp,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.017925,1.0,2.671496
outbound_dominance_ratio_low AND packet_rate_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.012005,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND service_ftp-data,bytes_per_packet_low,0.01184,1.0,2.671496
outbound_dominance_ratio_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.017925,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND service_ftp-data,bytes_per_packet_low,0.01776,1.0,2.671496
outbound_dominance_ratio_low AND packet_rate_low AND service_ftp-data,bytes_per_packet_low,0.012005,1.0,2.671496
packet_asymmetry_low AND packet_rate_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01184,1.0,2.671496
proto_arp,bytes_per_packet_low,0.016305,1.0,2.671496
packet_asymmetry_medium AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.017925,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01776,1.0,2.671496
outbound_dominance_ratio_low AND service_ftp-data,bytes_per_packet_low,0.017925,1.0,2.671496
outbound_dominance_ratio_medium AND proto_arp,bytes_per_packet_low,0.016026,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_low AND packet_rate_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01184,1.0,2.671496
outbound_dominance_ratio_medium AND packet_rate_low AND proto_arp,bytes_per_packet_low,0.01598,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01184,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_tcp AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01776,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.01776,1.0,2.671496
packet_asymmetry_low AND service_ftp-data,bytes_per_packet_low,0.01776,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01184,1.0,2.671496
outbound_dominance_ratio_medium AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND packet_rate_low AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND proto_arp AND service_-,bytes_per_packet_low,0.016026,1.0,2.671496
packet_rate_low AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.01776,1.0,2.671496
packet_asymmetry_low AND packet_rate_low AND service_ftp-data,bytes_per_packet_low,0.01184,1.0,2.671496
packet_asymmetry_low AND packet_rate_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.01184,1.0,2.671496
outbound_dominance_ratio_medium AND packet_rate_low AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_high AND state_int,outbound_dominance_ratio_medium AND service_-,0.014053,0.984812,2.670635
bytes_per_packet_high AND packet_rate_high AND state_int,outbound_dominance_ratio_medium AND service_-,0.014053,0.984812,2.670635
bytes_per_packet_high AND proto_udp AND state_con,packet_asymmetry_low,0.020651,0.993688,2.670339
bytes_per_packet_high AND packet_rate_high,outbound_dominance_ratio_medium AND service_-,0.014093,0.984462,2.669686
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_high,outbound_dominance_ratio_medium AND service_-,0.014093,0.984462,2.669686
bytes_per_packet_high AND packet_rate_high AND proto_udp AND state_int,outbound_dominance_ratio_medium AND service_-,0.013368,0.984047,2.668561
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND state_int,outbound_dominance_ratio_medium AND service_-,0.013368,0.984047,2.668561
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND service_-,0.013408,0.983682,2.667571
bytes_per_packet_high AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND service_-,0.013408,0.983682,2.667571
packet_asymmetry_low AND proto_tcp AND service_http,outbound_dominance_ratio_low,0.069596,0.888913,2.66674
packet_asymmetry_low AND service_http,outbound_dominance_ratio_low,0.069596,0.888913,2.66674
packet_asymmetry_low AND service_http AND state_fin,outbound_dominance_ratio_low,0.069522,0.888808,2.666424
packet_asymmetry_low AND proto_tcp AND service_http AND state_fin,outbound_dominance_ratio_low,0.069522,0.888808,2.666424
packet_asymmetry_medium AND packet_rate_medium AND proto_udp,service_dns,0.077375,0.718972,2.665565
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp,service_dns,0.077375,0.718972,2.665565
proto_arp,outbound_dominance_ratio_medium AND service_-,0.016026,0.982861,2.665345
bytes_per_packet_low AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.016026,0.982861,2.665345
packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.01598,0.982813,2.665214
bytes_per_packet_low AND packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.01598,0.982813,2.665214
packet_asymmetry_low AND packet_rate_low AND service_- AND state_fin,outbound_dominance_ratio_low AND proto_tcp,0.059478,0.7656,2.664834
outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.020201,0.991601,2.664731
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND service_- AND state_con,proto_udp,0.017514,0.96149,2.664044
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_tcp AND service_-,packet_rate_low,0.018222,0.887993,2.66398
outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_- AND state_con,proto_udp,0.020201,0.961455,2.663946
outbound_dominance_ratio_medium AND packet_asymmetry_low AND state_con,proto_udp,0.020201,0.961455,2.663946
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_tcp AND service_- AND state_fin,packet_rate_low,0.01821,0.887931,2.663793
outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_- AND state_fin,packet_rate_low,0.01821,0.887931,2.663793
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_medium,packet_asymmetry_low,0.012855,0.991205,2.663666
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_tcp,packet_asymmetry_low,0.012792,0.991162,2.663551
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_medium AND state_fin,packet_asymmetry_low,0.012792,0.991162,2.663551
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_tcp AND state_fin,packet_asymmetry_low,0.012792,0.991162,2.663551
proto_udp AND service_- AND state_con,packet_asymmetry_low,0.021045,0.991136,2.663481
packet_asymmetry_low AND packet_rate_low AND proto_tcp AND service_-,outbound_dominance_ratio_low AND state_fin,0.059478,0.764141,2.663088
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_int,bytes_per_packet_low AND packet_asymmetry_medium,0.082177,0.765988,2.662855
packet_rate_medium AND proto_udp AND state_int,bytes_per_packet_low AND packet_asymmetry_medium,0.082177,0.765988,2.662855
outbound_dominance_ratio_low AND service_ftp-data,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND outbound_dominance_ratio_low AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
outbound_dominance_ratio_low AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND proto_tcp AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_low AND outbound_dominance_ratio_low AND service_ftp-data,packet_asymmetry_low,0.01776,0.990773,2.662505
outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data AND state_fin,packet_asymmetry_low,0.01776,0.990773,2.662505
outbound_dominance_ratio_low AND proto_tcp AND service_ftp-data,packet_asymmetry_low,0.01776,0.990773,2.662505
bytes_per_packet_medium AND packet_rate_low AND service_http,packet_asymmetry_low AND state_fin,0.041091,0.814677,2.661863
bytes_per_packet_medium AND packet_rate_low AND proto_tcp AND service_http,packet_asymmetry_low AND state_fin,0.041091,0.814677,2.661863
bytes_per_packet_medium AND packet_rate_low AND service_http,packet_asymmetry_low AND proto_tcp AND state_fin,0.041091,0.814677,2.661863
bytes_per_packet_high AND outbound_dominance_ratio_low AND service_http,packet_asymmetry_low,0.025727,0.99034,2.661342
bytes_per_packet_high AND outbound_dominance_ratio_low AND service_http AND state_fin,packet_asymmetry_low,0.025727,0.99034,2.661342
bytes_per_packet_high AND outbound_dominance_ratio_low AND proto_tcp AND service_http,packet_asymmetry_low,0.025727,0.99034,2.661342
bytes_per_packet_high AND outbound_dominance_ratio_low AND proto_tcp AND service_http AND state_fin,packet_asymmetry_low,0.025727,0.99034,2.661342
bytes_per_packet_medium AND proto_tcp,outbound_dominance_ratio_low AND packet_asymmetry_low AND state_fin,0.142596,0.709728,2.661229
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_rate_low AND service_http AND state_fin,packet_asymmetry_low,0.022111,0.990294,2.661217
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_rate_low AND proto_tcp AND service_http AND state_fin,packet_asymmetry_low,0.022111,0.990294,2.661217
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_rate_low AND service_http,packet_asymmetry_low,0.022111,0.990294,2.661217
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_rate_low AND proto_tcp AND service_http,packet_asymmetry_low,0.022111,0.990294,2.661217
outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns,bytes_per_packet_low,0.077084,0.996094,2.661062
packet_asymmetry_medium AND packet_rate_medium AND service_dns,bytes_per_packet_low,0.077084,0.996094,2.661062
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_dns,bytes_per_packet_low,0.077084,0.996094,2.661062
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,bytes_per_packet_low,0.077073,0.996093,2.66106
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,bytes_per_packet_low,0.077073,0.996093,2.66106
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
packet_rate_medium AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns,bytes_per_packet_low,0.077073,0.996093,2.66106
packet_asymmetry_medium AND packet_rate_medium AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
packet_rate_medium AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.077073,0.996093,2.66106
bytes_per_packet_low AND service_ftp-data,packet_asymmetry_low,0.01776,0.990143,2.660812
bytes_per_packet_low AND proto_tcp AND service_ftp-data,packet_asymmetry_low,0.01776,0.990143,2.660812
packet_asymmetry_medium AND packet_rate_high AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
packet_rate_high AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
outbound_dominance_ratio_medium AND packet_rate_high AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
packet_rate_high AND service_dns AND state_int,bytes_per_packet_low,0.146013,0.995799,2.660274
packet_asymmetry_low AND proto_tcp AND service_http,packet_rate_low,0.069425,0.886728,2.660184
packet_asymmetry_low AND service_http,packet_rate_low,0.069425,0.886728,2.660184
outbound_dominance_ratio_medium AND packet_rate_high AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
packet_rate_high AND proto_udp AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
packet_asymmetry_medium AND packet_rate_high AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
packet_rate_high AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,bytes_per_packet_low,0.146013,0.995761,2.660171
